,Unnamed: 0,Unnamed: 0.1,년도,월,일,요일,시각,사고등급,사망자수,중상자수,경상자수,부상자수,연령,성별,경력,음주,종별,용도,관련자2,사고형태,기상상태,일광상태,사고유형1,사고유형2,법규위반,도로종류,지점명,위도,경도,자치구,Unnamed: 0.1.1,0,0.1,0.0,grade,class,target
3631,3631,626,2018,12,11,화요일,1,경상사고,0,0,2,1,49,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전거리미확보,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,25.0,27.0,,,40~49,65세 미만 운전자,0
3632,3632,630,2019,7,5,금요일,0,경상사고,0,0,3,0,38,남,15년이상,,승합,비사업용,승합,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,29.0,31.0,,,30~39,65세 미만 운전자,0
3633,3633,631,2019,8,6,화요일,0,경상사고,0,0,1,0,67,남,15년이상,,승용,사업용,자전거,진입회전사고,맑음,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,30.0,32.0,,,60~69,65세 이상 고령운전자,1
3634,3634,632,2019,8,5,월요일,4,중상사고,0,1,0,0,64,남,2년미만,,승용,비사업용,이륜,기타사고,맑음,심야,차대차,차대차-기타,안전거리미확보,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,31.0,33.0,,,60~69,65세 미만 운전자,0
3635,3635,633,2019,9,20,금요일,8,경상사고,0,0,1,0,49,여,15년이상,,승용,비사업용,승용,진입회전사고,흐림,출퇴근,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,32.0,34.0,,,40~49,65세 미만 운전자,0
3636,3636,635,2019,11,6,수요일,8,중상사고,0,1,0,0,55,남,2년미만,,승용,사업용,보행자,진입회전사고,맑음,출퇴근,차대사람,횡단중,신호위반,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,34.0,36.0,,,50~59,65세 미만 운전자,0
3637,3637,636,2019,11,19,화요일,15,중상사고,0,1,0,0,35,남,4년미만,,화물,비사업용,화물,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,35.0,37.0,,,30~39,65세 미만 운전자,0
3638,3638,638,2017,3,9,목요일,15,경상사고,0,0,1,0,62,남,15년이상,,승용,사업용,보행자,기타사고,맑음,주간,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,37.0,39.0,,,60~69,65세 미만 운전자,0
3639,3639,639,2017,9,10,일요일,17,중상사고,0,1,0,0,61,남,15년이상,,화물,비사업용,보행자,보행횡단사고,흐림,주간,차대사람,횡단중,보행자보호의무위반,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,38.0,40.0,,,60~69,65세 미만 운전자,0
3640,3640,640,2018,6,5,화요일,8,경상사고,0,0,2,0,39,남,4년미만,,승용,비사업용,승합,기타사고,맑음,출퇴근,차대차,차대차-기타,안전거리미확보,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,39.0,41.0,,,30~39,65세 미만 운전자,0
3641,3641,641,2018,6,29,금요일,15,경상사고,0,0,1,0,58,여,15년이상,,승합,비사업용,자전거,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,40.0,42.0,,,50~59,65세 미만 운전자,0
3642,3642,642,2018,6,7,목요일,19,경상사고,0,0,1,0,34,남,15년이상,,승합,사업용,보행자,기타사고,맑음,출퇴근,차대사람,차대사람-기타,안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,41.0,43.0,,,30~39,65세 미만 운전자,0
3643,3643,643,2018,7,22,일요일,13,중상사고,0,1,1,0,46,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,42.0,44.0,,,40~49,65세 미만 운전자,0
3644,3644,644,2018,7,27,금요일,14,중상사고,0,1,0,0,39,여,15년이상,,승용,비사업용,이륜,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,43.0,45.0,,,30~39,65세 미만 운전자,0
3645,3645,645,2018,8,15,수요일,8,중상사고,0,1,1,0,26,남,10년미만,,이륜,기타,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,44.0,46.0,,,20~29,65세 미만 운전자,0
3646,3646,648,2018,12,26,수요일,21,경상사고,0,0,1,0,62,남,15년이상,,승용,비사업용,자전거,진입회전사고,맑음,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,47.0,49.0,,,60~69,65세 미만 운전자,0
3647,3647,650,2019,2,23,토요일,4,경상사고,0,0,2,0,53,여,15년이상,,승용,비사업용,승용,일직선사고,맑음,심야,차대차,정면충돌,안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,49.0,51.0,,,50~59,65세 미만 운전자,0
3648,3648,651,2019,2,15,금요일,15,경상사고,0,0,1,0,51,남,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,50.0,52.0,,,50~59,65세 미만 운전자,0
3649,3649,652,2019,3,23,토요일,7,경상사고,0,0,4,1,61,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,51.0,53.0,,,60~69,65세 미만 운전자,0
3650,3650,654,2019,4,19,금요일,0,중상사고,0,1,0,0,59,남,15년이상,,승용,사업용,이륜,일직선사고,맑음,심야,차대차,정면충돌,안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,53.0,55.0,,,50~59,65세 미만 운전자,0
3651,3651,656,2019,6,14,금요일,16,경상사고,0,0,1,0,42,남,15년이상,,승합,사업용,승합,일직선사고,기타,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,55.0,57.0,,,40~49,65세 미만 운전자,0
3652,3652,657,2019,6,23,일요일,23,경상사고,0,0,2,0,21,남,10년미만,,승용,비사업용,기타,진입회전사고,기타,심야,차대차,차대차-기타,신호위반,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,56.0,58.0,,,20~29,65세 미만 운전자,0
3653,3653,659,2019,8,17,토요일,4,중상사고,0,1,0,0,67,남,15년이상,,화물,비사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,58.0,60.0,,,60~69,65세 이상 고령운전자,1
3654,3654,660,2019,10,26,토요일,20,중상사고,0,1,0,0,32,여,10년미만,,승용,비사업용,승합,기타사고,맑음,출퇴근,차대차,차대차-기타,안전거리미확보,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,59.0,61.0,,,30~39,65세 미만 운전자,0
3655,3655,661,2019,12,6,금요일,19,중상사고,0,1,0,0,55,남,15년이상,,승용,비사업용,승합,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,오류동삼거리,37.495353,126.840679,구로구,60.0,62.0,,,50~59,65세 미만 운전자,0
3656,3656,666,2017,8,29,화요일,23,중상사고,0,1,3,0,56,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,4.0,6.0,,,50~59,65세 미만 운전자,0
3657,3657,667,2017,9,18,월요일,23,경상사고,0,0,1,0,56,남,15년이상,,승용,사업용,기타,진입회전사고,맑음,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,5.0,7.0,,,50~59,65세 미만 운전자,0
3658,3658,669,2018,4,12,목요일,20,중상사고,0,1,2,0,33,남,15년미만,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,7.0,9.0,,,30~39,65세 미만 운전자,0
3659,3659,670,2018,4,3,화요일,23,경상사고,0,0,3,0,50,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,8.0,10.0,,,50~59,65세 미만 운전자,0
3660,3660,671,2018,5,5,토요일,18,중상사고,0,1,0,0,63,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,차대차-기타,신호위반,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,9.0,11.0,,,60~69,65세 미만 운전자,0
3661,3661,672,2018,6,24,일요일,15,경상사고,0,0,1,0,60,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,중앙선침범,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,10.0,12.0,,,60~69,65세 미만 운전자,0
3662,3662,673,2018,6,26,화요일,22,경상사고,0,0,1,0,43,남,15년이상,,승용,사업용,이륜,기타사고,비,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,11.0,13.0,,,40~49,65세 미만 운전자,0
3663,3663,674,2018,7,29,일요일,7,경상사고,0,0,1,0,48,남,15년이상,,승합,사업용,보행자,기타사고,맑음,출퇴근,차대사람,차도통행중,안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,12.0,14.0,,,40~49,65세 미만 운전자,0
3664,3664,675,2018,7,16,월요일,15,경상사고,0,0,2,0,69,남,15년이상,,승용,비사업용,화물,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,13.0,15.0,,,60~69,65세 이상 고령운전자,1
3665,3665,676,2018,7,27,금요일,18,경상사고,0,0,1,0,33,남,10년미만,,승용,비사업용,보행자,기타사고,맑음,출퇴근,차대사람,차대사람-기타,안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,14.0,16.0,,,30~39,65세 미만 운전자,0
3666,3666,677,2018,10,21,일요일,8,부상사고,0,0,0,1,68,남,15년이상,,승합,사업용,기타,기타사고,맑음,출퇴근,차량단독,차량단독-기타,안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,15.0,17.0,,,60~69,65세 이상 고령운전자,1
3667,3667,678,2018,10,6,토요일,14,경상사고,0,0,1,0,29,남,4년미만,,이륜,기타,보행자,보행횡단사고,흐림,주간,차대사람,횡단중,안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,16.0,18.0,,,20~29,65세 미만 운전자,0
3668,3668,679,2019,1,31,목요일,3,경상사고,0,0,1,0,40,남,10년미만,,승용,비사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,17.0,19.0,,,40~49,65세 미만 운전자,0
3669,3669,680,2019,2,16,토요일,20,중상사고,0,1,0,0,68,남,15년이상,,화물,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,18.0,20.0,,,60~69,65세 이상 고령운전자,1
3670,3670,681,2019,3,12,화요일,7,경상사고,0,0,1,0,58,남,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,보행자보호의무위반,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,19.0,21.0,,,50~59,65세 미만 운전자,0
3671,3671,683,2019,4,17,수요일,22,경상사고,0,0,1,0,50,남,15년이상,,승합,사업용,기타,기타사고,맑음,심야,차량단독,차량단독-기타,안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,21.0,23.0,,,50~59,65세 미만 운전자,0
3672,3672,684,2019,5,4,토요일,18,중상사고,0,2,0,0,43,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,22.0,24.0,,,40~49,65세 미만 운전자,0
3673,3673,685,2019,5,21,화요일,21,중상사고,0,1,0,1,16,남,1년미만,,이륜,데이터오류,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,23.0,25.0,,,10~19,65세 미만 운전자,0
3674,3674,686,2019,6,14,금요일,17,중상사고,0,1,6,0,42,여,15년이상,,승용,비사업용,화물,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,24.0,26.0,,,40~49,65세 미만 운전자,0
3675,3675,688,2019,11,21,목요일,4,중상사고,0,1,1,0,56,남,15년이상,,화물,비사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,26.0,28.0,,,50~59,65세 미만 운전자,0
3676,3676,689,2019,11,18,월요일,7,중상사고,0,1,0,0,57,남,15년이상,,승용,사업용,승용,진입회전사고,흐림,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,오류동역앞삼거리,37.49440000000001,126.844551,구로구,27.0,29.0,,,50~59,65세 미만 운전자,0
3677,3677,690,2017,1,26,목요일,0,경상사고,0,0,1,0,55,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,정면충돌,안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,0.0,2.0,,,50~59,65세 미만 운전자,0
3678,3678,691,2017,1,26,목요일,2,중상사고,0,1,0,0,39,남,15년이상,0.0,승용,비사업용,승용,일직선사고,맑음,심야,차대차,정면충돌,중앙선침범,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,1.0,3.0,,,30~39,65세 미만 운전자,0
3679,3679,692,2017,3,15,수요일,9,경상사고,0,0,1,0,23,남,2년미만,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,2.0,4.0,,,20~29,65세 미만 운전자,0
3680,3680,696,2017,7,29,토요일,3,경상사고,0,0,2,0,64,남,15년이상,,승용,사업용,기타,진입회전사고,맑음,심야,차대차,정면충돌,신호위반,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,6.0,8.0,,,60~69,65세 미만 운전자,0
3681,3681,698,2017,8,3,목요일,7,경상사고,0,0,1,0,52,여,15년이상,,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,8.0,10.0,,,50~59,65세 미만 운전자,0
3682,3682,699,2017,10,24,화요일,15,중상사고,0,1,0,0,66,남,10년미만,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,보도통행중,데이터없음,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,9.0,11.0,,,60~69,65세 이상 고령운전자,1
3683,3683,700,2017,11,20,월요일,10,경상사고,0,0,1,0,60,남,15년이상,,화물,비사업용,이륜,일직선사고,맑음,주간,차대차,추돌(진행중),안전거리미확보,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,10.0,12.0,,,60~69,65세 미만 운전자,0
3684,3684,701,2017,11,27,월요일,22,경상사고,0,0,1,0,17,남,1년미만,,이륜,기타,보행자,기타사고,맑음,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,11.0,13.0,,,10~19,65세 미만 운전자,0
3685,3685,703,2017,12,8,금요일,19,경상사고,0,0,1,0,33,여,10년미만,,승용,비사업용,이륜,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전거리미확보,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,13.0,15.0,,,30~39,65세 미만 운전자,0
3686,3686,704,2018,1,31,수요일,18,경상사고,0,0,1,0,51,남,5년미만,,승용,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,14.0,16.0,,,50~59,65세 미만 운전자,0
3687,3687,705,2018,4,6,금요일,23,중상사고,0,1,0,0,60,남,15년이상,,승용,사업용,이륜,진입회전사고,흐림,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,15.0,17.0,,,60~69,65세 미만 운전자,0
3688,3688,706,2018,5,21,월요일,2,경상사고,0,0,1,0,50,남,15년이상,,승용,사업용,승용,일직선사고,흐림,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,16.0,18.0,,,50~59,65세 미만 운전자,0
3689,3689,707,2018,5,16,수요일,15,경상사고,0,0,3,0,33,여,1년미만,,승용,비사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,17.0,19.0,,,30~39,65세 미만 운전자,0
3690,3690,708,2018,11,9,금요일,11,경상사고,0,0,1,0,58,남,15년이상,,승용,비사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,차로위반,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,18.0,20.0,,,50~59,65세 미만 운전자,0
3691,3691,709,2018,12,5,수요일,6,경상사고,0,0,1,0,61,여,15년이상,,승용,사업용,승용,진입회전사고,맑음,새벽,차대차,측면직각충돌,안전거리미확보,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,19.0,21.0,,,60~69,65세 미만 운전자,0
3692,3692,710,2019,3,9,토요일,20,경상사고,0,0,2,0,55,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,차로위반,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,20.0,22.0,,,50~59,65세 미만 운전자,0
3693,3693,711,2019,4,15,월요일,11,경상사고,0,0,1,0,68,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,21.0,23.0,,,60~69,65세 이상 고령운전자,1
3694,3694,712,2019,6,6,목요일,21,경상사고,0,0,4,0,57,여,15년이상,,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,22.0,24.0,,,50~59,65세 미만 운전자,0
3695,3695,713,2019,7,20,토요일,10,경상사고,0,0,1,0,37,남,15년이상,,승용,비사업용,화물,일직선사고,맑음,주간,차대차,정면충돌,안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,23.0,25.0,,,30~39,65세 미만 운전자,0
3696,3696,714,2019,8,30,금요일,19,경상사고,0,0,2,0,44,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,24.0,26.0,,,40~49,65세 미만 운전자,0
3697,3697,715,2019,9,3,화요일,0,경상사고,0,0,2,0,62,남,15년이상,,승용,사업용,승용,기타사고,맑음,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,25.0,27.0,,,60~69,65세 미만 운전자,0
3698,3698,716,2019,9,6,금요일,22,경상사고,0,0,1,2,35,남,15년미만,,승합,비사업용,승합,진입회전사고,비,심야,차대차,차대차-기타,신호위반,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,26.0,28.0,,,30~39,65세 미만 운전자,0
3699,3699,717,2019,11,6,수요일,9,경상사고,0,0,2,0,37,남,15년미만,0.0,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,중앙선침범,특별광역시도,월드아파트동쪽삼거리,37.505782,126.876473,구로구,27.0,29.0,,,30~39,65세 미만 운전자,0
3700,3700,718,2017,1,7,토요일,22,중상사고,0,1,0,0,19,남,15년이상,,이륜,기타,보행자,진입회전사고,맑음,심야,차대사람,횡단중,신호위반,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,0.0,2.0,,,10~19,65세 미만 운전자,0
3701,3701,720,2017,2,19,일요일,21,경상사고,0,0,1,0,39,남,15년이상,,승용,비사업용,이륜,일직선사고,비,심야,차대차,정면충돌,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,2.0,4.0,,,30~39,65세 미만 운전자,0
3702,3702,721,2017,3,10,금요일,13,경상사고,0,0,1,0,52,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,3.0,5.0,,,50~59,65세 미만 운전자,0
3703,3703,722,2017,4,16,일요일,5,중상사고,0,1,0,0,18,남,1년미만,,이륜,기타,보행자,진입회전사고,맑음,새벽,차대사람,횡단중,신호위반,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,4.0,6.0,,,10~19,65세 미만 운전자,0
3704,3704,723,2017,5,18,목요일,20,경상사고,0,0,1,0,51,남,2년미만,,승합,비사업용,자전거,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,중앙선침범,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,5.0,7.0,,,50~59,65세 미만 운전자,0
3705,3705,724,2017,6,23,금요일,17,경상사고,0,0,1,0,32,남,4년미만,,화물,비사업용,이륜,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,6.0,8.0,,,30~39,65세 미만 운전자,0
3706,3706,725,2017,9,22,금요일,18,중상사고,0,1,0,0,68,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,7.0,9.0,,,60~69,65세 이상 고령운전자,1
3707,3707,726,2018,5,9,수요일,18,경상사고,0,0,1,0,35,남,15년이상,,승합,비사업용,이륜,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,8.0,10.0,,,30~39,65세 미만 운전자,0
3708,3708,727,2018,7,23,월요일,6,경상사고,0,0,1,0,61,남,15년이상,,승용,사업용,화물,진입회전사고,맑음,새벽,차대차,측면직각충돌,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,9.0,11.0,,,60~69,65세 미만 운전자,0
3709,3709,728,2018,10,8,월요일,12,경상사고,0,0,2,0,17,남,데이터오류,,이륜,기타,보행자,진입회전사고,맑음,주간,차대사람,횡단중,신호위반,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,10.0,12.0,,,10~19,65세 미만 운전자,0
3710,3710,729,2018,10,8,월요일,18,경상사고,0,0,1,0,49,남,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,11.0,13.0,,,40~49,65세 미만 운전자,0
3711,3711,730,2018,12,3,월요일,12,경상사고,0,0,1,0,26,남,10년미만,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,12.0,14.0,,,20~29,65세 미만 운전자,0
3712,3712,732,2019,1,29,화요일,19,경상사고,0,0,1,0,41,남,1년미만,,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,14.0,16.0,,,40~49,65세 미만 운전자,0
3713,3713,733,2019,1,31,목요일,21,경상사고,0,0,1,0,56,여,15년이상,,승용,비사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,15.0,17.0,,,50~59,65세 미만 운전자,0
3714,3714,734,2019,2,6,수요일,10,경상사고,0,0,1,0,52,남,4년미만,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,16.0,18.0,,,50~59,65세 미만 운전자,0
3715,3715,735,2019,2,21,목요일,15,경상사고,0,0,1,0,38,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,차대차-기타,신호위반,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,17.0,19.0,,,30~39,65세 미만 운전자,0
3716,3716,736,2019,5,13,월요일,19,중상사고,0,1,0,0,46,남,15년이상,,이륜,데이터오류,이륜,기타사고,맑음,출퇴근,차대차,차대차-기타,안전거리미확보,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,18.0,20.0,,,40~49,65세 미만 운전자,0
3717,3717,737,2019,6,21,금요일,17,중상사고,0,1,0,0,39,남,15년이상,,승용,사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,19.0,21.0,,,30~39,65세 미만 운전자,0
3718,3718,740,2019,10,2,수요일,12,경상사고,0,0,1,0,28,남,10년미만,,화물,비사업용,이륜,일직선사고,비,주간,차대차,추돌(진행중),안전거리미확보,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,22.0,24.0,,,20~29,65세 미만 운전자,0
3719,3719,741,2019,11,18,월요일,19,중상사고,0,1,0,0,49,남,15년미만,,이륜,데이터오류,보행자,진입회전사고,맑음,출퇴근,차대사람,차대사람-기타,신호위반,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,23.0,25.0,,,40~49,65세 미만 운전자,0
3720,3720,742,2019,12,24,화요일,10,경상사고,0,0,2,0,47,남,데이터오류,0.0,화물,비사업용,화물,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,한신휴아파트사거리,37.495394,126.682946,구로구,24.0,26.0,,,40~49,65세 미만 운전자,0
3721,3721,743,2017,1,25,수요일,11,경상사고,0,0,1,0,51,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,안전운전불이행,특별광역시도,한일유앤아이앞교차로,37.4865032,126.87585,구로구,0.0,2.0,,,50~59,65세 미만 운전자,0
3722,3722,744,2017,4,9,일요일,4,경상사고,0,0,1,0,48,남,15년이상,,승용,사업용,승용,진입회전사고,비,심야,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,한일유앤아이앞교차로,37.4865032,126.87585,구로구,1.0,3.0,,,40~49,65세 미만 운전자,0
3723,3723,745,2017,4,21,금요일,8,경상사고,0,0,2,0,65,남,15년이상,,승용,사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,한일유앤아이앞교차로,37.4865032,126.87585,구로구,2.0,4.0,,,60~69,65세 이상 고령운전자,1
