년도,월,일,요일,시각,사고등급,사망자수,중상자수,경상자수,부상자수,연령,성별,경력,음주,종별,용도,관련자2,사고형태,기상상태,일광상태,사고유형1,사고유형2,법규위반,도로종류,지점명,위도,경도,자치구,
2018,10,3,수요일,19,중상사고,0,1,0,0,17,남,2년미만,,이륜,기타,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,남부여성발전센터부근,37.4630783,126.9059344,금천구,
2018,12,13,목요일,19,경상사고,0,0,1,0,55,남,5년미만,,승용,비사업용,이륜,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,남부여성발전센터부근,37.4630783,126.9059344,금천구,
2019,1,4,금요일,22,중상사고,0,1,0,0,48,남,15년이상,,승용,사업용,기타,기타사고,맑음,심야,차대차,차대차-기타,안전거리미확보,특별광역시도,남부여성발전센터부근,37.4630783,126.9059344,금천구,
2019,3,17,일요일,13,경상사고,0,0,1,0,65,여,15년이상,,승합,비사업용,승합,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,남부여성발전센터부근,37.4630783,126.9059344,금천구,
2019,5,29,수요일,23,경상사고,0,0,1,1,19,남,3년미만,,이륜,데이터오류,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,안전거리미확보,특별광역시도,남부여성발전센터부근,37.4630783,126.9059344,금천구,
2019,8,21,수요일,9,중상사고,0,1,0,0,60,남,15년이상,,승합,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,보행자보호의무위반,특별광역시도,남부여성발전센터부근,37.4630783,126.9059344,금천구,
2019,8,17,토요일,22,중상사고,0,1,0,0,68,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,중앙선침범,특별광역시도,남부여성발전센터부근,37.4630783,126.9059344,금천구,
2019,11,2,토요일,16,경상사고,0,0,1,0,53,남,15년이상,,승합,사업용,기타,기타사고,맑음,주간,차량단독,차량단독-기타,기타,특별광역시도,남부여성발전센터부근,37.4630783,126.9059344,금천구,
2017,2,11,토요일,20,경상사고,0,0,1,0,61,남,15년이상,,승용,사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2017,4,21,금요일,14,경상사고,0,0,1,0,61,남,10년미만,,승용,사업용,이륜,기타사고,맑음,주간,차대차,차대차-기타,데이터없음,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2017,5,19,금요일,17,경상사고,0,0,1,0,58,남,15년이상,,승용,비사업용,승합,진입회전사고,맑음,주간,차대차,차대차-기타,신호위반,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2017,7,6,목요일,19,경상사고,0,0,1,0,24,남,데이터오류,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2017,10,29,일요일,18,경상사고,0,0,3,0,26,남,10년미만,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2017,11,8,수요일,22,경상사고,0,0,1,0,61,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,안전거리미확보,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2017,12,16,토요일,3,중상사고,0,1,0,0,61,남,15년이상,,승용,사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2017,12,23,토요일,20,부상사고,0,0,0,1,불명,불명,데이터오류,,기타,데이터오류,기타,기타사고,맑음,출퇴근,차대차,차대차-기타,차로위반,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2018,1,4,목요일,23,경상사고,0,0,1,0,46,남,15년이상,,승합,사업용,기타,기타사고,맑음,심야,차량단독,차량단독-기타,안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2018,3,31,토요일,8,경상사고,0,0,1,0,76,남,15년이상,,승용,사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2018,8,6,월요일,5,경상사고,0,0,2,0,25,남,10년미만,,승용,비사업용,승용,진입회전사고,맑음,새벽,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2018,9,9,일요일,2,경상사고,0,0,1,0,53,남,10년미만,,승용,사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2018,9,6,목요일,23,경상사고,0,0,2,0,77,남,15년이상,,승용,사업용,승용,진입회전사고,비,심야,차대차,측면직각충돌,신호위반,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2018,10,27,토요일,17,부상사고,0,0,0,1,55,남,15년이상,,승용,사업용,자전거,진입회전사고,맑음,주간,차대차,측면직각충돌,기타,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2018,11,9,금요일,15,경상사고,0,0,1,0,64,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,주간,차대차,정면충돌,신호위반,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,1,29,화요일,21,경상사고,0,0,2,0,54,남,15년이상,,승용,사업용,승합,진입회전사고,맑음,심야,차대차,정면충돌,신호위반,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,3,13,수요일,8,경상사고,0,0,1,0,61,남,15년이상,,승합,사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,3,20,수요일,8,경상사고,0,0,2,0,29,남,2년미만,,승용,비사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,3,31,일요일,10,경상사고,0,0,2,0,63,남,15년이상,,승용,비사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,6,14,금요일,3,경상사고,0,0,1,0,58,남,15년이상,,승용,비사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,6,24,월요일,9,경상사고,0,0,1,0,68,남,15년이상,,승용,비사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,7,21,일요일,3,경상사고,0,0,2,0,45,남,15년이상,,승용,비사업용,승용,진입회전사고,비,심야,차대차,측면직각충돌,신호위반,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,7,13,토요일,5,중상사고,0,2,0,0,70,남,15년이상,,승용,사업용,이륜,일직선사고,맑음,새벽,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,7,13,토요일,19,경상사고,0,0,2,0,60,남,15년이상,,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,8,18,일요일,21,경상사고,0,0,2,0,42,여,10년미만,,이륜,데이터오류,이륜,기타사고,맑음,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2019,10,21,월요일,12,경상사고,0,0,1,0,57,남,15년이상,,건설기계,사업용,건설기계,진입회전사고,맑음,주간,차대차,측면직각충돌,안전거리미확보,특별광역시도,독산119안전센터앞사거리,37.4484923,126.9004804,금천구,
2017,2,23,목요일,0,경상사고,0,0,2,0,30,남,5년미만,0,승용,비사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2017,2,11,토요일,7,경상사고,0,0,1,0,63,남,15년이상,,이륜,기타,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2017,2,3,금요일,18,경상사고,0,0,1,0,49,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2017,3,31,금요일,19,경상사고,0,0,1,0,55,남,15년이상,,승용,비사업용,보행자,기타사고,흐림,출퇴근,차대사람,차도통행중,안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2017,4,4,화요일,7,경상사고,0,0,1,0,49,남,15년이상,0,화물,비사업용,화물,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2017,4,3,월요일,16,중상사고,0,1,0,0,22,남,4년미만,,화물,비사업용,보행자,기타사고,맑음,주간,차대사람,차도통행중,안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2017,6,13,화요일,17,경상사고,0,0,2,1,55,남,15년이상,,승합,사업용,이륜,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2017,12,30,토요일,12,경상사고,0,0,1,0,27,남,10년미만,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2018,1,5,금요일,4,경상사고,0,0,1,0,45,남,15년이상,0,승용,비사업용,이륜,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2018,2,8,목요일,23,경상사고,0,0,2,0,56,남,10년미만,0,화물,비사업용,화물,기타사고,맑음,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2018,3,19,월요일,9,중상사고,0,1,0,0,67,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2018,4,24,화요일,15,중상사고,0,1,0,0,56,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,보행자보호의무위반,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2018,6,9,토요일,20,경상사고,0,0,1,0,53,남,15년이상,,승용,사업용,이륜,진입회전사고,비,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2018,9,23,일요일,19,경상사고,0,0,1,0,58,남,15년미만,,승용,비사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전거리미확보,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2018,11,30,금요일,7,경상사고,0,0,1,0,45,남,15년미만,,화물,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,정면충돌,신호위반,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2018,11,1,목요일,21,중상사고,0,1,0,1,17,남,15년이상,,이륜,기타,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,중앙선침범,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2018,12,9,일요일,17,경상사고,0,0,1,0,56,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2019,4,21,일요일,8,중상사고,0,1,0,0,66,남,15년이상,,화물,비사업용,화물,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2019,7,30,화요일,10,경상사고,0,0,2,0,50,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2019,11,27,수요일,20,경상사고,0,0,1,0,43,여,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,독산4동사거리,37.466401,126.901719,금천구,
2017,2,6,월요일,19,경상사고,0,0,2,0,54,남,15년이상,,승용,사업용,승합,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,3,25,토요일,22,중상사고,0,1,1,0,54,남,15년이상,,승합,사업용,승합,진입회전사고,기타,심야,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,4,24,월요일,23,경상사고,0,0,1,0,41,남,10년미만,0,승용,비사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,6,28,수요일,0,경상사고,0,0,3,0,44,남,15년이상,,승용,사업용,승합,진입회전사고,맑음,심야,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,8,2,수요일,13,경상사고,0,0,1,0,31,남,15년이상,,승용,비사업용,이륜,일직선사고,맑음,주간,차대차,정면충돌,안전운전불이행,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,9,5,화요일,18,경상사고,0,0,1,0,33,남,15년미만,,승용,사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,10,17,화요일,21,중상사고,0,1,0,1,24,남,3년미만,,승용,비사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,10,23,월요일,23,경상사고,0,0,1,0,35,남,10년미만,,승용,비사업용,승합,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,11,30,목요일,6,중상사고,0,1,0,0,74,남,15년이상,,승합,비사업용,자전거,진입회전사고,맑음,새벽,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,11,6,월요일,9,중상사고,0,2,1,0,75,남,15년이상,,승용,사업용,보행자,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,11,16,목요일,21,경상사고,0,0,1,0,42,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,안전거리미확보,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,12,27,수요일,17,경상사고,0,0,2,0,45,남,15년이상,,승합,사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,12,12,화요일,21,경상사고,0,0,1,0,61,남,15년이상,,승합,사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2018,3,6,화요일,11,경상사고,0,0,1,0,58,남,15년이상,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,기타,기타,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2018,4,2,월요일,13,중상사고,0,2,1,0,47,여,15년이상,,승용,비사업용,화물,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2018,7,3,화요일,19,경상사고,0,0,2,0,64,남,15년이상,,화물,비사업용,화물,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2018,9,29,토요일,1,중상사고,0,2,1,0,38,남,15년이상,,이륜,기타,이륜,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2018,9,3,월요일,17,중상사고,0,1,1,1,39,남,5년미만,,승합,사업용,승합,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2018,10,27,토요일,2,경상사고,0,0,1,0,37,남,15년이상,0,승용,비사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2018,10,3,수요일,18,부상사고,0,0,0,1,27,남,10년미만,,승용,비사업용,자전거,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2018,11,1,목요일,20,경상사고,0,0,2,0,53,남,10년미만,,승합,비사업용,승합,진입회전사고,맑음,출퇴근,차대차,차대차-기타,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2018,12,8,토요일,17,중상사고,0,1,0,0,50,남,15년이상,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2019,2,15,금요일,19,경상사고,0,0,1,0,68,남,15년이상,,승용,사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2019,3,3,일요일,11,경상사고,0,0,1,0,불명,불명,데이터오류,,기타,데이터오류,기타,일직선사고,맑음,주간,차대차,추돌(진행중),안전거리미확보,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2019,3,27,수요일,18,중상사고,0,1,1,0,66,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2019,5,10,금요일,20,경상사고,0,0,2,0,35,남,1년미만,0,승용,비사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2019,8,11,일요일,20,중상사고,0,1,0,0,55,남,15년이상,,승합,사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2019,10,11,금요일,10,경상사고,0,0,1,0,50,여,15년미만,,승합,사업용,기타,기타사고,맑음,주간,차량단독,차량단독-기타,기타,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2019,11,8,금요일,9,경상사고,0,0,2,0,56,남,15년이상,,승용,사업용,승합,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2019,11,27,수요일,19,중상사고,0,1,0,0,28,남,10년미만,,승용,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,정면충돌,신호위반,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2019,12,21,토요일,12,경상사고,0,0,1,0,41,여,1년미만,,승용,비사업용,이륜,일직선사고,맑음,주간,차대차,추돌(진행중),안전거리미확보,특별광역시도,독산동군인아파트삼거리,37.4662677,126.8904809,금천구,
2017,1,3,화요일,1,중상사고,0,1,0,0,47,남,15년이상,,승용,사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,1,14,토요일,15,중상사고,0,1,0,0,불명,불명,데이터오류,,기타,데이터오류,기타,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,2,23,목요일,0,경상사고,0,0,2,0,48,남,15년이상,,승용,비사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,2,17,금요일,6,경상사고,0,0,2,0,23,여,2년미만,,승용,비사업용,화물,기타사고,맑음,새벽,차대차,차대차-기타,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,4,18,화요일,0,경상사고,0,0,2,0,19,남,2년미만,,승용,비사업용,승용,기타사고,맑음,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,5,16,화요일,11,중상사고,0,1,0,0,70,남,15년이상,,승용,사업용,기타,기타사고,맑음,주간,차량단독,차량단독-기타,데이터없음,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,6,14,수요일,6,경상사고,0,0,1,0,54,여,15년이상,,승용,사업용,이륜,진입회전사고,맑음,새벽,차대차,측면직각충돌,신호위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,6,17,토요일,20,경상사고,0,0,1,0,61,남,15년이상,,승용,사업용,원동기,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,6,6,화요일,23,경상사고,0,0,4,0,59,남,15년이상,,승용,사업용,승용,진입회전사고,비,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,8,8,화요일,11,경상사고,0,0,1,0,66,남,데이터오류,,자전거,기타,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,데이터없음,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,9,11,월요일,2,경상사고,0,0,3,0,52,남,15년이상,,승용,사업용,승용,진입회전사고,비,심야,차대차,측면직각충돌,신호위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,10,17,화요일,0,중상사고,0,2,11,1,53,남,15년이상,0,승용,비사업용,승합,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,10,16,월요일,15,중상사고,0,1,0,0,52,남,15년이상,,화물,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2017,12,18,월요일,23,경상사고,0,0,2,0,67,남,15년미만,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,1,9,화요일,17,중상사고,0,2,5,0,54,남,1년미만,,승용,비사업용,승합,진입회전사고,기타,주간,차대차,측면직각충돌,신호위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,3,5,월요일,0,경상사고,0,0,1,0,61,남,15년이상,,승합,사업용,승합,진입회전사고,비,심야,차대차,측면직각충돌,신호위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,3,17,토요일,3,중상사고,0,1,0,0,25,남,10년미만,,승용,비사업용,이륜,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,3,19,월요일,3,경상사고,0,0,1,0,59,남,15년이상,,승용,사업용,승용,진입회전사고,비,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,3,14,수요일,6,경상사고,0,0,1,0,44,남,15년이상,,승합,비사업용,화물,일직선사고,맑음,새벽,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,4,29,일요일,12,경상사고,0,0,1,0,65,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,4,15,일요일,22,경상사고,0,0,3,0,57,남,15년이상,,승용,사업용,승합,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,5,17,목요일,1,경상사고,0,0,2,0,61,남,15년미만,,승용,사업용,승용,진입회전사고,비,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,6,15,금요일,13,경상사고,0,0,3,0,61,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,차대차-기타,신호위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,6,20,수요일,14,경상사고,0,0,2,0,72,남,15년이상,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,7,31,화요일,2,경상사고,0,0,1,0,63,남,15년이상,,승용,사업용,이륜,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,7,31,화요일,5,경상사고,0,0,1,1,40,남,10년미만,,승용,비사업용,승용,일직선사고,맑음,새벽,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,7,9,월요일,20,중상사고,0,1,0,0,63,남,15년이상,,승용,사업용,자전거,진입회전사고,비,출퇴근,차대차,측면직각충돌,중앙선침범,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,8,24,금요일,14,경상사고,0,0,1,0,25,남,15년이상,,승합,비사업용,승합,진입회전사고,비,주간,차대차,측면직각충돌,신호위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,9,15,토요일,2,경상사고,0,0,1,0,42,남,15년이상,,승용,비사업용,승용,진입회전사고,비,심야,차대차,측면직각충돌,신호위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,9,15,토요일,5,경상사고,0,0,1,0,57,남,15년이상,,승합,사업용,이륜,진입회전사고,비,새벽,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,9,7,금요일,10,경상사고,0,0,1,0,56,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,9,27,목요일,19,경상사고,0,0,1,0,61,남,15년이상,,승용,사업용,이륜,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,10,26,금요일,23,경상사고,0,0,1,0,73,남,15년이상,,승용,사업용,승용,기타사고,비,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,11,9,금요일,9,경상사고,0,0,1,0,60,남,15년이상,,승용,사업용,기타,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,12,28,금요일,16,경상사고,0,0,1,0,76,여,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전거리미확보,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2018,12,3,월요일,22,경상사고,0,0,1,0,59,남,15년이상,,승합,사업용,이륜,기타사고,비,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
2019,2,25,월요일,16,중상사고,0,1,0,0,57,남,15년이상,,건설기계,사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,보행자보호의무위반,특별광역시도,독산사거리,37.4713228,126.8981467,금천구,
